Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_17_70,VPWR,li1,38.4100,57.1200,1.799975
FILLER_17_67,VPWR,li1,37.0300,57.1200,1.799976
FILLER_17_64,VPWR,li1,35.6500,57.1200,1.799976
FILLER_17_49,VPWR,li1,28.2900,57.1200,1.799980
FILLER_17_40,VPWR,li1,24.3800,57.1200,1.799983
FILLER_17_13,VPWR,li1,11.9600,57.1200,1.799981
FILLER_16_113,VPWR,li1,57.7300,57.1200,1.799973
FILLER_16_110,VPWR,li1,56.8100,57.1200,1.799973
FILLER_16_102,VPWR,li1,52.6700,57.1200,1.799973
FILLER_16_88,VPWR,li1,46.2300,57.1200,1.799973
FILLER_16_85,VPWR,li1,45.3100,57.1200,1.799973
FILLER_16_83,VPWR,li1,43.9300,57.1200,1.799973
FILLER_16_73,VPWR,li1,39.5600,57.1200,1.799975
FILLER_16_46,VPWR,li1,27.1400,57.1200,1.799982
FILLER_16_43,VPWR,li1,25.9900,57.1200,1.799983
FILLER_16_40,VPWR,li1,24.6100,57.1200,1.799983
FILLER_16_29,VPWR,li1,19.5500,57.1200,1.799984
FILLER_16_11,VPWR,li1,11.2700,57.1200,1.799981
FILLER_15_113,VPWR,li1,57.7300,51.6800,1.799976
FILLER_15_102,VPWR,li1,52.9000,51.6800,1.799976
FILLER_15_99,VPWR,li1,51.7500,51.6800,1.799976
FILLER_15_91,VPWR,li1,47.6100,51.6800,1.799977
FILLER_15_88,VPWR,li1,46.6900,51.6800,1.799977
FILLER_15_85,VPWR,li1,45.3100,51.6800,1.799978
FILLER_15_82,VPWR,li1,43.9300,51.6800,1.799979
FILLER_15_79,VPWR,li1,42.5500,51.6800,1.799979
FILLER_15_71,VPWR,li1,38.8700,51.6800,1.799981
FILLER_15_68,VPWR,li1,37.4900,51.6800,1.799982
FILLER_15_65,VPWR,li1,36.1100,51.6800,1.799982
FILLER_15_47,VPWR,li1,27.6000,51.6800,1.799987
FILLER_15_44,VPWR,li1,26.4500,51.6800,1.799987
FILLER_15_41,VPWR,li1,25.0700,51.6800,1.799988
FILLER_15_38,VPWR,li1,23.6900,51.6800,1.799988
FILLER_15_30,VPWR,li1,19.5500,51.6800,1.799989
FILLER_15_27,VPWR,li1,18.6300,51.6800,1.799989
FILLER_15_24,VPWR,li1,17.2500,51.6800,1.799988
FILLER_15_21,VPWR,li1,15.8700,51.6800,1.799988
FILLER_15_15,VPWR,li1,12.6500,51.6800,1.799987
FILLER_15_3,VPWR,li1,7.5900,51.6800,1.799987
FILLER_14_112,VPWR,li1,57.5000,51.6800,1.799976
FILLER_14_109,VPWR,li1,56.3500,51.6800,1.799976
FILLER_14_91,VPWR,li1,47.6100,51.6800,1.799977
FILLER_14_88,VPWR,li1,46.6900,51.6800,1.799977
FILLER_14_85,VPWR,li1,45.3100,51.6800,1.799978
FILLER_14_81,VPWR,li1,43.4700,51.6800,1.799979
FILLER_14_78,VPWR,li1,42.0900,51.6800,1.799980
FILLER_14_75,VPWR,li1,40.7100,51.6800,1.799980
FILLER_14_72,VPWR,li1,39.3300,51.6800,1.799981
FILLER_14_69,VPWR,li1,37.9500,51.6800,1.799981
FILLER_14_66,VPWR,li1,36.5700,51.6800,1.799982
FILLER_14_63,VPWR,li1,35.1900,51.6800,1.799983
FILLER_14_60,VPWR,li1,33.8100,51.6800,1.799983
FILLER_14_49,VPWR,li1,28.7500,51.6800,1.799985
FILLER_14_46,VPWR,li1,27.3700,51.6800,1.799987
FILLER_14_29,VPWR,li1,19.0900,51.6800,1.799989
FILLER_14_18,VPWR,li1,14.2600,51.6800,1.799988
FILLER_13_113,VPWR,li1,57.7300,46.2400,1.799958
FILLER_13_94,VPWR,li1,48.9900,46.2400,1.799961
FILLER_13_81,VPWR,li1,43.0100,46.2400,1.799966
FILLER_13_78,VPWR,li1,42.0900,46.2400,1.799966
FILLER_13_75,VPWR,li1,40.7100,46.2400,1.799968
FILLER_13_72,VPWR,li1,39.3300,46.2400,1.799968
FILLER_13_69,VPWR,li1,37.9500,46.2400,1.799970
FILLER_13_66,VPWR,li1,36.5700,46.2400,1.799972
FILLER_13_63,VPWR,li1,35.1900,46.2400,1.799972
FILLER_13_60,VPWR,li1,33.8100,46.2400,1.799974
FILLER_13_57,VPWR,li1,32.4300,46.2400,1.799974
FILLER_13_53,VPWR,li1,30.5900,46.2400,1.799976
FILLER_13_50,VPWR,li1,29.2100,46.2400,1.799978
FILLER_13_47,VPWR,li1,27.8300,46.2400,1.799980
FILLER_13_44,VPWR,li1,26.4500,46.2400,1.799980
FILLER_13_41,VPWR,li1,25.0700,46.2400,1.799982
FILLER_13_38,VPWR,li1,23.6900,46.2400,1.799984
FILLER_13_35,VPWR,li1,22.3100,46.2400,1.799984
FILLER_13_32,VPWR,li1,20.9300,46.2400,1.799986
FILLER_13_29,VPWR,li1,19.5500,46.2400,1.799986
FILLER_13_20,VPWR,li1,15.1800,46.2400,1.799985
FILLER_13_17,VPWR,li1,14.0300,46.2400,1.799985
FILLER_12_103,VPWR,li1,53.5900,46.2400,1.799960
FILLER_12_85,VPWR,li1,44.8500,46.2400,1.799964
FILLER_12_81,VPWR,li1,43.4700,46.2400,1.799966
FILLER_12_78,VPWR,li1,42.0900,46.2400,1.799966
FILLER_12_69,VPWR,li1,37.4900,46.2400,1.799970
FILLER_12_66,VPWR,li1,36.5700,46.2400,1.799972
FILLER_12_63,VPWR,li1,35.1900,46.2400,1.799972
FILLER_12_43,VPWR,li1,25.7600,46.2400,1.799982
FILLER_12_40,VPWR,li1,24.6100,46.2400,1.799982
FILLER_12_37,VPWR,li1,23.2300,46.2400,1.799984
FILLER_12_34,VPWR,li1,21.8500,46.2400,1.799986
FILLER_12_29,VPWR,li1,19.0900,46.2400,1.799986
FILLER_12_27,VPWR,li1,18.1700,46.2400,1.799986
FILLER_12_24,VPWR,li1,17.2500,46.2400,1.799985
FILLER_12_21,VPWR,li1,15.8700,46.2400,1.799985
FILLER_12_18,VPWR,li1,14.4900,46.2400,1.799985
FILLER_12_3,VPWR,li1,7.3600,46.2400,1.799984
FILLER_11_113,VPWR,li1,57.7300,40.8000,1.799971
FILLER_11_103,VPWR,li1,53.1300,40.8000,1.799972
FILLER_11_93,VPWR,li1,48.7600,40.8000,1.799973
FILLER_11_90,VPWR,li1,47.6100,40.8000,1.799973
FILLER_11_87,VPWR,li1,46.2300,40.8000,1.799973
FILLER_11_84,VPWR,li1,44.8500,40.8000,1.799973
FILLER_11_75,VPWR,li1,40.4800,40.8000,1.799975
FILLER_11_72,VPWR,li1,39.3300,40.8000,1.799975
FILLER_11_63,VPWR,li1,34.7300,40.8000,1.799978
FILLER_11_60,VPWR,li1,33.8100,40.8000,1.799978
FILLER_11_57,VPWR,li1,32.4300,40.8000,1.799979
FILLER_11_47,VPWR,li1,27.3700,40.8000,1.799982
FILLER_11_44,VPWR,li1,26.4500,40.8000,1.799983
FILLER_11_40,VPWR,li1,24.1500,40.8000,1.799984
FILLER_11_23,VPWR,li1,16.3300,40.8000,1.799983
FILLER_10_111,VPWR,li1,57.2700,40.8000,1.799971
FILLER_10_108,VPWR,li1,55.8900,40.8000,1.799971
FILLER_10_94,VPWR,li1,49.2200,40.8000,1.799973
FILLER_10_91,VPWR,li1,48.0700,40.8000,1.799973
FILLER_10_88,VPWR,li1,46.6900,40.8000,1.799973
FILLER_10_85,VPWR,li1,45.3100,40.8000,1.799973
FILLER_10_75,VPWR,li1,40.7100,40.8000,1.799974
FILLER_10_59,VPWR,li1,33.3500,40.8000,1.799978
FILLER_10_56,VPWR,li1,31.9700,40.8000,1.799979
FILLER_10_48,VPWR,li1,28.2900,40.8000,1.799982
FILLER_10_45,VPWR,li1,26.9100,40.8000,1.799982
FILLER_10_3,VPWR,li1,7.1300,40.8000,1.799982
FILLER_9_113,VPWR,li1,57.7300,35.3600,1.799964
FILLER_9_103,VPWR,li1,53.1300,35.3600,1.799965
FILLER_9_87,VPWR,li1,46.2300,35.3600,1.799969
FILLER_9_84,VPWR,li1,44.8500,35.3600,1.799969
FILLER_9_63,VPWR,li1,34.7300,35.3600,1.799977
FILLER_9_60,VPWR,li1,33.8100,35.3600,1.799977
FILLER_9_57,VPWR,li1,32.4300,35.3600,1.799979
FILLER_9_55,VPWR,li1,31.0500,35.3600,1.799979
FILLER_9_52,VPWR,li1,30.1300,35.3600,1.799980
FILLER_9_49,VPWR,li1,28.7500,35.3600,1.799982
FILLER_9_46,VPWR,li1,27.3700,35.3600,1.799982
FILLER_9_43,VPWR,li1,25.9900,35.3600,1.799984
FILLER_9_40,VPWR,li1,24.6100,35.3600,1.799986
FILLER_9_37,VPWR,li1,23.2300,35.3600,1.799986
FILLER_9_28,VPWR,li1,18.6300,35.3600,1.799987
FILLER_9_25,VPWR,li1,17.7100,35.3600,1.799987
FILLER_9_22,VPWR,li1,16.3300,35.3600,1.799987
FILLER_9_19,VPWR,li1,14.9500,35.3600,1.799986
FILLER_8_105,VPWR,li1,54.0500,35.3600,1.799964
FILLER_8_91,VPWR,li1,47.8400,35.3600,1.799968
FILLER_8_88,VPWR,li1,46.6900,35.3600,1.799968
FILLER_8_85,VPWR,li1,45.3100,35.3600,1.799969
FILLER_8_83,VPWR,li1,43.9300,35.3600,1.799970
FILLER_8_80,VPWR,li1,43.0100,35.3600,1.799970
FILLER_8_65,VPWR,li1,35.6500,35.3600,1.799975
FILLER_8_62,VPWR,li1,34.7300,35.3600,1.799977
FILLER_8_50,VPWR,li1,29.2100,35.3600,1.799980
FILLER_8_47,VPWR,li1,27.8300,35.3600,1.799982
FILLER_8_44,VPWR,li1,26.4500,35.3600,1.799984
FILLER_8_41,VPWR,li1,25.0700,35.3600,1.799984
FILLER_8_38,VPWR,li1,23.6900,35.3600,1.799986
FILLER_8_35,VPWR,li1,22.3100,35.3600,1.799988
FILLER_8_32,VPWR,li1,20.9300,35.3600,1.799988
FILLER_8_29,VPWR,li1,19.5500,35.3600,1.799987
FILLER_8_25,VPWR,li1,17.7100,35.3600,1.799987
FILLER_8_22,VPWR,li1,16.3300,35.3600,1.799987
FILLER_8_6,VPWR,li1,8.5100,35.3600,1.799985
FILLER_8_3,VPWR,li1,7.5900,35.3600,1.799985
FILLER_7_113,VPWR,li1,57.7300,29.9200,1.799973
FILLER_7_110,VPWR,li1,56.5800,29.9200,1.799973
FILLER_7_107,VPWR,li1,55.4300,29.9200,1.799973
FILLER_7_98,VPWR,li1,50.8300,29.9200,1.799974
FILLER_7_95,VPWR,li1,49.9100,29.9200,1.799974
FILLER_7_92,VPWR,li1,48.5300,29.9200,1.799975
FILLER_7_89,VPWR,li1,47.1500,29.9200,1.799975
FILLER_7_86,VPWR,li1,45.7700,29.9200,1.799976
FILLER_7_83,VPWR,li1,44.3900,29.9200,1.799976
FILLER_7_80,VPWR,li1,43.0100,29.9200,1.799976
FILLER_7_72,VPWR,li1,39.3300,29.9200,1.799978
FILLER_7_69,VPWR,li1,37.9500,29.9200,1.799979
FILLER_7_66,VPWR,li1,36.5700,29.9200,1.799980
FILLER_7_63,VPWR,li1,35.1900,29.9200,1.799980
FILLER_7_60,VPWR,li1,33.8100,29.9200,1.799982
FILLER_7_57,VPWR,li1,32.4300,29.9200,1.799982
FILLER_7_44,VPWR,li1,26.4500,29.9200,1.799985
FILLER_7_35,VPWR,li1,22.3100,29.9200,1.799988
FILLER_7_32,VPWR,li1,20.9300,29.9200,1.799987
FILLER_7_29,VPWR,li1,19.5500,29.9200,1.799987
FILLER_7_6,VPWR,li1,8.7400,29.9200,1.799982
FILLER_7_3,VPWR,li1,7.5900,29.9200,1.799982
FILLER_6_91,VPWR,li1,48.0700,29.9200,1.799975
FILLER_6_88,VPWR,li1,46.6900,29.9200,1.799976
FILLER_6_85,VPWR,li1,45.3100,29.9200,1.799976
FILLER_6_81,VPWR,li1,43.4700,29.9200,1.799976
FILLER_6_73,VPWR,li1,39.3300,29.9200,1.799978
FILLER_6_70,VPWR,li1,38.4100,29.9200,1.799979
FILLER_6_67,VPWR,li1,37.0300,29.9200,1.799979
FILLER_6_64,VPWR,li1,35.6500,29.9200,1.799980
FILLER_6_56,VPWR,li1,31.9700,29.9200,1.799982
FILLER_6_53,VPWR,li1,30.5900,29.9200,1.799982
FILLER_6_44,VPWR,li1,26.2200,29.9200,1.799985
FILLER_6_41,VPWR,li1,25.0700,29.9200,1.799987
FILLER_6_38,VPWR,li1,23.6900,29.9200,1.799987
FILLER_6_35,VPWR,li1,22.3100,29.9200,1.799988
FILLER_6_32,VPWR,li1,20.9300,29.9200,1.799987
FILLER_6_29,VPWR,li1,19.5500,29.9200,1.799987
FILLER_5_113,VPWR,li1,57.7300,24.4800,1.799957
FILLER_5_102,VPWR,li1,52.9000,24.4800,1.799958
FILLER_5_83,VPWR,li1,44.3900,24.4800,1.799963
FILLER_5_77,VPWR,li1,41.1700,24.4800,1.799966
FILLER_5_74,VPWR,li1,40.2500,24.4800,1.799967
FILLER_5_71,VPWR,li1,38.8700,24.4800,1.799967
FILLER_5_68,VPWR,li1,37.4900,24.4800,1.799969
FILLER_5_57,VPWR,li1,32.2000,24.4800,1.799972
FILLER_5_49,VPWR,li1,28.5200,24.4800,1.799977
FILLER_5_46,VPWR,li1,27.3700,24.4800,1.799977
FILLER_5_43,VPWR,li1,25.9900,24.4800,1.799979
FILLER_5_40,VPWR,li1,24.6100,24.4800,1.799981
FILLER_5_37,VPWR,li1,23.2300,24.4800,1.799981
FILLER_5_27,VPWR,li1,18.1700,24.4800,1.799982
FILLER_5_24,VPWR,li1,17.2500,24.4800,1.799981
FILLER_5_21,VPWR,li1,15.8700,24.4800,1.799981
FILLER_4_97,VPWR,li1,50.6000,24.4800,1.799960
FILLER_4_91,VPWR,li1,47.6100,24.4800,1.799962
FILLER_4_88,VPWR,li1,46.6900,24.4800,1.799962
FILLER_4_85,VPWR,li1,45.3100,24.4800,1.799963
FILLER_4_81,VPWR,li1,43.4700,24.4800,1.799965
FILLER_4_78,VPWR,li1,42.0900,24.4800,1.799966
FILLER_4_75,VPWR,li1,40.7100,24.4800,1.799966
FILLER_4_72,VPWR,li1,39.3300,24.4800,1.799967
FILLER_4_69,VPWR,li1,37.9500,24.4800,1.799969
FILLER_4_66,VPWR,li1,36.5700,24.4800,1.799969
FILLER_4_52,VPWR,li1,29.9000,24.4800,1.799975
FILLER_4_49,VPWR,li1,28.7500,24.4800,1.799977
FILLER_4_42,VPWR,li1,25.3000,24.4800,1.799979
FILLER_4_39,VPWR,li1,24.1500,24.4800,1.799981
FILLER_4_17,VPWR,li1,14.0300,24.4800,1.799980
FILLER_4_14,VPWR,li1,12.6500,24.4800,1.799979
FILLER_4_11,VPWR,li1,11.2700,24.4800,1.799979
FILLER_3_113,VPWR,li1,57.7300,19.0400,1.799974
FILLER_3_110,VPWR,li1,56.5800,19.0400,1.799974
FILLER_3_107,VPWR,li1,55.4300,19.0400,1.799974
FILLER_3_104,VPWR,li1,54.0500,19.0400,1.799974
FILLER_3_101,VPWR,li1,52.6700,19.0400,1.799974
FILLER_3_98,VPWR,li1,51.2900,19.0400,1.799974
FILLER_3_91,VPWR,li1,47.8400,19.0400,1.799974
FILLER_3_75,VPWR,li1,40.7100,19.0400,1.799976
FILLER_3_72,VPWR,li1,39.3300,19.0400,1.799977
FILLER_3_69,VPWR,li1,37.9500,19.0400,1.799977
FILLER_3_57,VPWR,li1,32.4300,19.0400,1.799980
FILLER_3_46,VPWR,li1,26.9100,19.0400,1.799983
FILLER_3_43,VPWR,li1,25.9900,19.0400,1.799984
FILLER_3_40,VPWR,li1,24.6100,19.0400,1.799984
FILLER_3_23,VPWR,li1,16.7900,19.0400,1.799985
FILLER_3_20,VPWR,li1,15.4100,19.0400,1.799985
FILLER_3_3,VPWR,li1,7.5900,19.0400,1.799984
FILLER_2_111,VPWR,li1,57.2700,19.0400,1.799974
FILLER_2_108,VPWR,li1,55.8900,19.0400,1.799974
FILLER_2_105,VPWR,li1,54.5100,19.0400,1.799974
FILLER_2_102,VPWR,li1,53.1300,19.0400,1.799974
FILLER_2_99,VPWR,li1,51.7500,19.0400,1.799974
FILLER_2_90,VPWR,li1,47.1500,19.0400,1.799974
FILLER_2_81,VPWR,li1,43.4700,19.0400,1.799975
FILLER_2_70,VPWR,li1,38.4100,19.0400,1.799977
FILLER_2_48,VPWR,li1,27.8300,19.0400,1.799983
FILLER_2_45,VPWR,li1,26.9100,19.0400,1.799983
FILLER_2_42,VPWR,li1,25.5300,19.0400,1.799984
FILLER_2_39,VPWR,li1,24.1500,19.0400,1.799986
FILLER_2_36,VPWR,li1,22.7700,19.0400,1.799986
FILLER_2_26,VPWR,li1,17.9400,19.0400,1.799986
FILLER_2_21,VPWR,li1,15.4100,19.0400,1.799985
FILLER_2_6,VPWR,li1,8.5100,19.0400,1.799984
FILLER_2_3,VPWR,li1,7.5900,19.0400,1.799984
FILLER_1_113,VPWR,li1,57.7300,13.6000,1.799977
FILLER_1_110,VPWR,li1,56.5800,13.6000,1.799977
FILLER_1_107,VPWR,li1,55.4300,13.6000,1.799977
FILLER_1_104,VPWR,li1,54.0500,13.6000,1.799977
FILLER_1_101,VPWR,li1,52.6700,13.6000,1.799977
FILLER_1_98,VPWR,li1,51.2900,13.6000,1.799977
FILLER_1_95,VPWR,li1,49.9100,13.6000,1.799977
FILLER_1_87,VPWR,li1,45.7700,13.6000,1.799977
FILLER_1_77,VPWR,li1,41.6300,13.6000,1.799977
FILLER_1_49,VPWR,li1,28.5200,13.6000,1.799983
FILLER_1_46,VPWR,li1,27.3700,13.6000,1.799983
FILLER_1_43,VPWR,li1,25.9900,13.6000,1.799985
FILLER_1_40,VPWR,li1,24.6100,13.6000,1.799985
FILLER_1_37,VPWR,li1,23.2300,13.6000,1.799988
FILLER_1_9,VPWR,li1,10.1200,13.6000,1.799985
FILLER_1_6,VPWR,li1,8.9700,13.6000,1.799985
FILLER_1_3,VPWR,li1,7.5900,13.6000,1.799985
FILLER_0_113,VPWR,li1,57.7300,13.6000,1.799977
FILLER_0_109,VPWR,li1,56.3500,13.6000,1.799977
FILLER_0_106,VPWR,li1,54.9700,13.6000,1.799977
FILLER_0_103,VPWR,li1,53.5900,13.6000,1.799977
FILLER_0_100,VPWR,li1,52.2100,13.6000,1.799977
FILLER_0_97,VPWR,li1,50.8300,13.6000,1.799977
FILLER_0_94,VPWR,li1,49.4500,13.6000,1.799977
FILLER_0_91,VPWR,li1,48.0700,13.6000,1.799977
FILLER_0_88,VPWR,li1,46.6900,13.6000,1.799977
FILLER_0_85,VPWR,li1,45.3100,13.6000,1.799977
FILLER_0_81,VPWR,li1,43.4700,13.6000,1.799977
FILLER_0_78,VPWR,li1,42.0900,13.6000,1.799977
FILLER_0_75,VPWR,li1,40.7100,13.6000,1.799977
FILLER_0_57,VPWR,li1,32.2000,13.6000,1.799980
FILLER_0_53,VPWR,li1,30.5900,13.6000,1.799982
FILLER_0_50,VPWR,li1,29.2100,13.6000,1.799982
FILLER_0_47,VPWR,li1,27.8300,13.6000,1.799983
FILLER_0_37,VPWR,li1,23.0000,13.6000,1.799988
FILLER_0_34,VPWR,li1,21.8500,13.6000,1.799988
FILLER_0_27,VPWR,li1,18.1700,13.6000,1.799986
FILLER_0_9,VPWR,li1,10.1200,13.6000,1.799985
FILLER_0_6,VPWR,li1,8.9700,13.6000,1.799985
FILLER_0_3,VPWR,li1,7.5900,13.6000,1.799985
fanout34,VPWR,li1,12.8800,40.8000,1.799982
fanout33,VPWR,li1,11.9600,46.2400,1.799984
max_cap32,VPWR,li1,23.2300,40.8000,1.799984
wire31,VPWR,li1,13.3400,57.1200,1.799982
max_cap30,VPWR,li1,16.5600,19.0400,1.799985
max_cap29,VPWR,li1,20.2400,46.2400,1.799986
output28,VPWR,li1,21.6200,62.5600,1.799992
output27,VPWR,li1,41.8600,62.5600,1.799983
output26,VPWR,li1,55.2000,46.2400,1.799958
output25,VPWR,li1,55.2000,35.3600,1.799964
output24,VPWR,li1,55.2000,24.4800,1.799957
output23,VPWR,li1,34.5000,13.6000,1.799979
output22,VPWR,li1,8.7400,24.4800,1.799978
output21,VPWR,li1,8.7400,29.9200,1.799982
output20,VPWR,li1,9.2000,57.1200,1.799981
input19,VPWR,li1,12.4200,35.3600,1.799985
input18,VPWR,li1,8.7400,35.3600,1.799985
input17,VPWR,li1,8.7400,46.2400,1.799984
input16,VPWR,li1,8.7400,57.1200,1.799981
input15,VPWR,li1,29.4400,62.5600,1.799988
input14,VPWR,li1,55.2000,51.6800,1.799976
input13,VPWR,li1,55.2000,40.8000,1.799971
input12,VPWR,li1,56.1200,29.9200,1.799973
input11,VPWR,li1,38.1800,13.6000,1.799978
input10,VPWR,li1,16.1000,13.6000,1.799986
input9,VPWR,li1,12.4200,29.9200,1.799982
input8,VPWR,li1,8.7400,51.6800,1.799987
input7,VPWR,li1,33.5800,62.5600,1.799986
input6,VPWR,li1,56.1200,46.2400,1.799958
input5,VPWR,li1,56.1200,35.3600,1.799964
input4,VPWR,li1,56.1200,24.4800,1.799957
input3,VPWR,li1,25.3000,13.6000,1.799985
input2,VPWR,li1,12.4200,13.6000,1.799985
input1,VPWR,li1,14.7200,29.9200,1.799984
TAP_TAPCELL_ROW_18_79,VPWR,li1,57.2700,62.2530,1.799983
TAP_TAPCELL_ROW_18_78,VPWR,li1,44.3900,62.2530,1.799983
TAP_TAPCELL_ROW_18_77,VPWR,li1,31.5100,62.2530,1.799987
TAP_TAPCELL_ROW_18_76,VPWR,li1,18.6300,62.2530,1.799992
TAP_TAPCELL_ROW_17_75,VPWR,li1,57.2700,57.4260,1.799973
TAP_TAPCELL_ROW_17_74,VPWR,li1,31.5100,57.4260,1.799978
TAP_TAPCELL_ROW_16_73,VPWR,li1,44.3900,56.8130,1.799973
TAP_TAPCELL_ROW_16_72,VPWR,li1,18.6300,56.8130,1.799984
TAP_TAPCELL_ROW_15_71,VPWR,li1,57.2700,51.9860,1.799976
TAP_TAPCELL_ROW_15_70,VPWR,li1,31.5100,51.9860,1.799984
TAP_TAPCELL_ROW_14_69,VPWR,li1,44.3900,51.3730,1.799978
TAP_TAPCELL_ROW_14_68,VPWR,li1,18.6300,51.3730,1.799989
TAP_TAPCELL_ROW_13_67,VPWR,li1,57.2700,46.5460,1.799958
TAP_TAPCELL_ROW_13_66,VPWR,li1,31.5100,46.5460,1.799976
TAP_TAPCELL_ROW_12_65,VPWR,li1,44.3900,45.9330,1.799964
TAP_TAPCELL_ROW_12_64,VPWR,li1,18.6300,45.9330,1.799986
TAP_TAPCELL_ROW_11_63,VPWR,li1,57.2700,41.1060,1.799971
TAP_TAPCELL_ROW_11_62,VPWR,li1,31.5100,41.1060,1.799979
TAP_TAPCELL_ROW_10_61,VPWR,li1,44.3900,40.4930,1.799973
TAP_TAPCELL_ROW_10_60,VPWR,li1,18.6300,40.4930,1.799985
TAP_TAPCELL_ROW_9_59,VPWR,li1,57.2700,35.6660,1.799964
TAP_TAPCELL_ROW_9_58,VPWR,li1,31.5100,35.6660,1.799979
TAP_TAPCELL_ROW_8_57,VPWR,li1,44.3900,35.0530,1.799970
TAP_TAPCELL_ROW_8_56,VPWR,li1,18.6300,35.0530,1.799987
TAP_TAPCELL_ROW_7_55,VPWR,li1,57.2700,30.2260,1.799973
TAP_TAPCELL_ROW_7_54,VPWR,li1,31.5100,30.2260,1.799982
TAP_TAPCELL_ROW_6_53,VPWR,li1,44.3900,29.6130,1.799976
TAP_TAPCELL_ROW_6_52,VPWR,li1,18.6300,29.6130,1.799985
TAP_TAPCELL_ROW_5_51,VPWR,li1,57.2700,24.7860,1.799957
TAP_TAPCELL_ROW_5_50,VPWR,li1,31.5100,24.7860,1.799975
TAP_TAPCELL_ROW_4_49,VPWR,li1,44.3900,24.1730,1.799963
TAP_TAPCELL_ROW_4_48,VPWR,li1,18.6300,24.1730,1.799982
TAP_TAPCELL_ROW_3_47,VPWR,li1,57.2700,19.3460,1.799974
TAP_TAPCELL_ROW_3_46,VPWR,li1,31.5100,19.3460,1.799980
TAP_TAPCELL_ROW_2_45,VPWR,li1,44.3900,18.7330,1.799975
TAP_TAPCELL_ROW_2_44,VPWR,li1,18.6300,18.7330,1.799986
TAP_TAPCELL_ROW_1_43,VPWR,li1,57.2700,13.9060,1.799977
TAP_TAPCELL_ROW_1_42,VPWR,li1,31.5100,13.9060,1.799980
TAP_TAPCELL_ROW_0_41,VPWR,li1,57.2700,13.2930,1.799977
TAP_TAPCELL_ROW_0_40,VPWR,li1,44.3900,13.2930,1.799977
TAP_TAPCELL_ROW_0_39,VPWR,li1,31.5100,13.2930,1.799980
TAP_TAPCELL_ROW_0_38,VPWR,li1,18.6300,13.2930,1.799986
PHY_EDGE_ROW_18_Left_37,VPWR,li1,6.2100,62.5600,1.799992
PHY_EDGE_ROW_17_Left_36,VPWR,li1,6.2100,57.1200,1.799981
PHY_EDGE_ROW_16_Left_35,VPWR,li1,6.2100,57.1200,1.799981
PHY_EDGE_ROW_15_Left_34,VPWR,li1,6.2100,51.6800,1.799987
PHY_EDGE_ROW_14_Left_33,VPWR,li1,6.2100,51.6800,1.799987
PHY_EDGE_ROW_13_Left_32,VPWR,li1,6.2100,46.2400,1.799984
PHY_EDGE_ROW_12_Left_31,VPWR,li1,6.2100,46.2400,1.799984
